[2022-12-04 04:37:26,380: INFO/MainProcess] beat: Starting...
[2022-12-04 04:37:29,478: INFO/MainProcess] beat: Starting...
[2022-12-04 04:37:29,486: ERROR/MainProcess] Removing corrupted schedule file 'celerybeat-schedule': error(11, 'Resource temporarily unavailable')
Traceback (most recent call last):
  File "/usr/local/lib/python3.10/site-packages/celery/beat.py", line 533, in setup_schedule
    self._store = self._open_schedule()
  File "/usr/local/lib/python3.10/site-packages/celery/beat.py", line 523, in _open_schedule
    return self.persistence.open(self.schedule_filename, writeback=True)
  File "/usr/local/lib/python3.10/shelve.py", line 243, in open
    return DbfilenameShelf(filename, flag, protocol, writeback)
  File "/usr/local/lib/python3.10/shelve.py", line 227, in __init__
    Shelf.__init__(self, dbm.open(filename, flag), protocol, writeback)
  File "/usr/local/lib/python3.10/dbm/__init__.py", line 95, in open
    return mod.open(file, flag, mode)
_gdbm.error: [Errno 11] Resource temporarily unavailable: 'celerybeat-schedule'
[2022-12-04 04:37:36,411: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:37:39,500: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:37:46,404: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:37:49,493: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:37:56,404: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:37:59,493: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:38:06,405: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:38:09,494: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:38:16,405: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:38:19,494: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:38:26,405: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:38:29,494: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:38:36,405: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:38:39,495: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:38:46,406: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:38:49,495: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:38:56,406: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:38:59,495: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:39:06,406: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:39:09,495: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:39:16,406: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:39:19,495: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:39:26,406: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:39:29,495: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:39:36,406: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:39:39,495: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:39:46,406: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:39:49,496: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:39:56,407: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:39:59,496: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:40:06,407: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:40:09,496: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:40:16,407: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:40:19,496: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:40:26,407: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:40:29,496: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:40:36,407: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:40:39,496: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:40:46,408: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:40:49,496: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:40:56,408: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:40:59,497: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:41:06,408: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:41:09,497: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:41:16,408: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:41:19,497: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:41:26,408: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:41:29,498: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:41:36,408: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:41:39,498: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:41:46,408: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:41:49,498: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:41:56,408: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:41:59,498: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:42:06,409: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:42:09,499: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:42:16,409: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:42:19,499: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:42:26,409: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:42:29,499: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:42:36,410: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:42:39,499: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:42:46,410: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:42:49,499: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:42:56,410: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:42:59,499: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:43:06,410: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:43:09,499: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:43:16,410: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:43:19,499: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:43:26,410: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:43:29,499: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:43:36,410: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:43:39,506: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:43:46,411: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:43:49,506: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:43:56,411: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:43:59,506: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:44:06,411: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:44:09,506: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:44:16,411: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:44:19,506: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:44:26,411: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:44:29,506: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:44:36,411: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:44:39,507: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:44:46,412: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:44:49,508: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:44:56,412: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:44:59,508: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:45:06,412: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:45:09,508: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:45:16,412: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:45:19,508: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:45:26,412: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:45:29,508: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:45:36,413: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:45:39,509: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:45:46,413: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:45:49,509: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:45:56,413: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:45:59,509: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:46:06,413: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:46:09,509: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:46:16,413: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:46:19,510: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:46:26,414: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:46:29,510: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
[2022-12-04 04:46:36,414: INFO/MainProcess] Scheduler: Sending due task run-task-ten-seconds (extract)
